B16:,R3,R13,R8,R17,R6,R0,R20,R18,R21,R19,R22,R12,R11,R23,R10,R4,R1,R9,R7,R24,R5,R14,R16,R15,R2,
B17:,R13,R7,R22,R18,R17,R20,R19,R1,R23,R11,R21,R12,R14,R4,R8,R3,R16,R15,R5,R10,R9,R6,R0,R2,R24,
B18:,R23,R7,R5,R17,R0,R8,R13,R20,R14,R15,R1,R12,R19,R21,R9,R6,R3,R22,R2,R18,R11,R24,R4,R10,R16,
B19:,R2,R10,R17,R22,R23,R11,R12,R6,R14,R20,R3,R16,R21,R1,R4,R8,R5,R19,R24,R13,R9,R18,R0,R15,R7,
B20:,R1,R5,R22,R9,R13,R8,R18,R2,R14,R10,R23,R24,R16,R15,R11,R4,R17,R6,R7,R19,R3,R12,R0,R20,R21,
B21:,R8,R17,R18,R15,R3,R14,R2,R16,R4,R22,R21,R24,R23,R0,R20,R12,R7,R5,R9,R19,R13,R6,R1,R10,R11,
B22:,R0,R19,R14,R23,R5,R4,R2,R7,R13,R12,R15,R3,R10,R18,R21,R22,R6,R17,R8,R20,R11,R1,R16,R9,R24,
B23:,R22,R12,R3,R6,R8,R24,R23,R19,R1,R11,R4,R9,R0,R13,R10,R18,R21,R7,R2,R20,R5,R14,R17,R15,R16,
B24:,R18,R4,R14,R5,R7,R13,R3,R19,R22,R24,R16,R2,R17,R15,R8,R12,R9,R21,R20,R10,R0,R1,R23,R6,R11,

R0:,B15,B16,B11,B17,B6,B22,B1,B0,B13,B24,B12,B5,B7,B14,B8,B19,B2,B21,B4,B20,B10,B23,B18,B9,B3,
R1:,B21,B5,B2,B14,B22,B3,B17,B4,B0,B8,B12,B1,B23,B16,B24,B6,B19,B7,B13,B10,B20,B18,B9,B15,B11,
R2:,B15,B14,B8,B16,B3,B2,B19,B11,B7,B17,B0,B21,B20,B9,B18,B1,B22,B5,B6,B23,B13,B24,B4,B12,B10,
R3:,B21,B12,B11,B18,B3,B6,B22,B5,B14,B17,B20,B10,B15,B23,B13,B8,B9,B24,B2,B0,B1,B7,B16,B4,B19,
R4:,B13,B1,B20,B24,B23,B11,B9,B0,B12,B18,B7,B22,B6,B3,B15,B21,B14,B16,B2,B19,B5,B17,B4,B10,B8,
R5:,B20,B4,B22,B10,B2,B14,B12,B23,B15,B18,B17,B7,B19,B16,B5,B1,B0,B13,B9,B21,B24,B6,B3,B11,B8,
R6:,B5,B22,B4,B10,B17,B15,B24,B2,B23,B9,B13,B11,B8,B6,B14,B3,B19,B21,B1,B18,B7,B0,B12,B16,B20,
R7:,B4,B16,B17,B9,B2,B23,B10,B24,B8,B20,B6,B21,B0,B18,B15,B1,B13,B12,B19,B7,B14,B3,B22,B11,B5,
R8:,B16,B8,B2,B13,B20,B23,B1,B3,B14,B4,B21,B7,B10,B6,B5,B24,B12,B15,B0,B17,B18,B11,B19,B9,B22,
R9:,B8,B12,B10,B21,B17,B0,B19,B22,B4,B13,B15,B1,B6,B9,B3,B11,B23,B20,B18,B7,B16,B5,B2,B24,B14,
R10:,B6,B17,B19,B18,B1,B13,B11,B14,B0,B20,B16,B2,B12,B5,B15,B9,B10,B4,B3,B22,B21,B24,B8,B7,B23,
R11:,B20,B15,B14,B7,B21,B16,B5,B17,B4,B22,B0,B3,B1,B12,B18,B9,B2,B8,B19,B23,B11,B13,B10,B6,B24,
R12:,B13,B11,B0,B20,B3,B4,B9,B14,B12,B10,B15,B22,B1,B7,B24,B16,B21,B23,B17,B18,B8,B6,B2,B19,B5,
R13:,B3,B2,B11,B16,B19,B8,B6,B10,B0,B5,B15,B24,B17,B4,B21,B23,B18,B22,B20,B12,B9,B13,B1,B14,B7,
R14:,B18,B14,B24,B3,B9,B15,B12,B8,B5,B16,B13,B7,B21,B11,B19,B17,B10,B1,B6,B23,B20,B2,B22,B4,B0,
R15:,B21,B2,B10,B16,B19,B23,B22,B12,B6,B3,B0,B7,B13,B18,B5,B24,B14,B20,B17,B15,B8,B1,B9,B11,B4,
R16:,B23,B10,B8,B12,B21,B11,B15,B1,B7,B6,B14,B0,B16,B24,B13,B4,B2,B9,B22,B17,B18,B20,B19,B5,B3,
R17:,B13,B7,B24,B10,B17,B20,B23,B11,B3,B21,B9,B5,B6,B22,B2,B15,B0,B1,B14,B12,B18,B4,B16,B19,B8,
R18:,B4,B16,B24,B5,B6,B22,B1,B20,B7,B9,B18,B14,B12,B3,B23,B21,B15,B2,B13,B10,B11,B8,B19,B17,B0,
R19:,B5,B19,B17,B9,B10,B8,B1,B7,B20,B6,B22,B12,B24,B23,B4,B16,B14,B3,B2,B0,B13,B11,B21,B18,B15,
R20:,B4,B22,B1,B17,B20,B24,B5,B23,B2,B7,B9,B11,B6,B19,B10,B0,B14,B8,B18,B12,B15,B16,B21,B13,B3,
R21:,B1,B10,B0,B5,B15,B14,B4,B17,B18,B8,B21,B16,B6,B20,B12,B24,B11,B23,B7,B2,B9,B3,B19,B13,B22,
R22:,B16,B7,B21,B2,B15,B4,B14,B3,B0,B20,B13,B24,B9,B18,B10,B17,B11,B6,B22,B5,B1,B8,B12,B19,B23,
R23:,B2,B5,B8,B19,B22,B13,B23,B1,B0,B12,B21,B15,B18,B4,B14,B10,B17,B20,B7,B24,B6,B9,B11,B3,B16,
R24:,B0,B20,B11,B3,B8,B23,B6,B16,B18,B15,B1,B9,B22,B17,B2,B24,B19,B13,B4,B10,B5,B21,B12,B7,B14,
