R10:,B19,B66,B67,B85,B23,B37,B18,B51,B83,B69,B63,B32,B7,B98,B35,B44,B38,B74,B25,B17,B68,B72,B77,B76,B13,B43,B12,B49,B21,B73,B97,B3,B6,B60,B56,B28,B53,B80,B45,B99,B75,B58,B42,B24,B33,B79,B29,B0,B93,B81,B71,B61,B65,B34,B22,B26,B54,B70,B48,B59,B1,B36,B20,B5,B89,B88,B57,B52,B82,B55,B4,B86,B10,B64,B8,B62,B11,B90,B2,B46,B31,B84,B30,B50,B39,B41,B9,B91,B27,B87,B96,B95,B94,B78,B15,B16,B47,B92,B14,B40,
R11:,B66,B76,B15,B48,B3,B8,B5,B94,B44,B40,B71,B25,B58,B97,B43,B82,B90,B34,B87,B16,B37,B33,B78,B27,B35,B31,B46,B47,B70,B83,B51,B26,B84,B88,B2,B39,B57,B19,B36,B10,B52,B77,B60,B96,B95,B68,B86,B73,B28,B81,B1,B45,B99,B32,B13,B17,B24,B65,B54,B64,B49,B74,B20,B67,B38,B93,B98,B56,B72,B89,B55,B29,B42,B18,B14,B80,B62,B41,B9,B50,B4,B6,B11,B21,B69,B7,B12,B92,B75,B23,B53,B79,B22,B91,B59,B61,B85,B63,B30,B0,
R12:,B39,B36,B24,B3,B23,B55,B7,B63,B85,B87,B77,B28,B34,B60,B67,B98,B59,B26,B90,B11,B61,B54,B86,B44,B8,B72,B95,B66,B56,B73,B48,B19,B27,B88,B37,B70,B52,B89,B43,B10,B13,B32,B35,B38,B49,B9,B46,B6,B92,B2,B21,B97,B33,B41,B45,B14,B62,B65,B96,B0,B4,B40,B31,B25,B50,B76,B51,B30,B17,B57,B20,B99,B15,B69,B64,B5,B42,B12,B79,B80,B81,B83,B94,B91,B68,B58,B84,B78,B82,B75,B47,B53,B22,B93,B74,B1,B18,B16,B29,B71,
R13:,B71,B65,B81,B14,B37,B52,B26,B89,B7,B39,B61,B77,B83,B2,B70,B6,B96,B79,B92,B80,B62,B30,B84,B82,B88,B36,B74,B12,B68,B87,B17,B50,B66,B34,B47,B5,B20,B46,B21,B85,B51,B19,B54,B56,B64,B98,B0,B97,B28,B9,B27,B90,B8,B42,B13,B3,B95,B22,B58,B23,B93,B38,B49,B25,B78,B76,B43,B63,B57,B75,B73,B18,B48,B99,B16,B59,B40,B91,B32,B60,B69,B4,B1,B10,B45,B55,B29,B53,B11,B67,B72,B41,B35,B31,B33,B15,B94,B24,B44,B86,
R14:,B80,B89,B92,B55,B99,B74,B77,B38,B91,B84,B43,B75,B5,B44,B63,B86,B83,B7,B20,B14,B40,B28,B78,B82,B39,B47,B10,B51,B73,B3,B22,B96,B71,B61,B95,B29,B98,B33,B31,B93,B66,B15,B25,B0,B6,B8,B34,B72,B30,B67,B36,B21,B79,B56,B87,B69,B70,B57,B59,B13,B4,B97,B2,B65,B88,B27,B50,B48,B45,B26,B60,B11,B16,B24,B49,B58,B9,B37,B1,B17,B18,B32,B35,B76,B85,B12,B62,B23,B46,B42,B64,B94,B41,B52,B68,B19,B81,B53,B54,B90,
R15:,B33,B53,B2,B39,B22,B78,B19,B80,B35,B82,B71,B83,B10,B20,B86,B18,B15,B29,B48,B47,B85,B50,B34,B12,B16,B26,B4,B25,B41,B57,B64,B87,B49,B0,B95,B62,B32,B79,B91,B6,B72,B55,B65,B97,B68,B88,B43,B11,B8,B60,B69,B44,B3,B17,B30,B24,B46,B42,B9,B75,B99,B54,B31,B56,B23,B40,B38,B90,B74,B21,B58,B13,B81,B73,B59,B96,B5,B93,B84,B92,B7,B66,B89,B52,B61,B77,B45,B63,B51,B28,B37,B94,B1,B27,B67,B98,B14,B70,B36,B76,
R16:,B25,B2,B93,B54,B83,B42,B95,B87,B16,B79,B39,B70,B32,B98,B64,B67,B20,B44,B5,B48,B23,B1,B11,B85,B97,B77,B75,B89,B53,B51,B8,B72,B28,B37,B50,B10,B65,B29,B56,B90,B13,B38,B73,B69,B14,B24,B33,B57,B12,B92,B40,B34,B47,B61,B22,B46,B84,B19,B82,B31,B55,B86,B41,B18,B4,B76,B58,B88,B63,B78,B66,B96,B6,B3,B35,B62,B17,B91,B49,B59,B27,B60,B81,B26,B0,B74,B94,B52,B99,B45,B30,B9,B80,B7,B21,B36,B71,B68,B15,B43,
R17:,B52,B24,B86,B92,B30,B39,B63,B82,B78,B1,B18,B35,B34,B87,B40,B96,B0,B76,B66,B72,B31,B65,B73,B47,B89,B74,B43,B26,B81,B5,B32,B60,B99,B53,B59,B48,B95,B4,B75,B49,B88,B50,B51,B67,B6,B58,B57,B93,B71,B16,B19,B68,B36,B80,B13,B46,B91,B56,B79,B3,B84,B27,B14,B28,B98,B8,B55,B54,B9,B11,B10,B22,B69,B2,B77,B85,B62,B83,B20,B64,B12,B38,B23,B42,B70,B33,B7,B94,B41,B17,B37,B97,B21,B61,B45,B29,B44,B15,B25,B90,
R18:,B82,B40,B66,B46,B90,B55,B71,B61,B48,B56,B72,B70,B38,B7,B68,B26,B78,B49,B92,B83,B64,B22,B13,B77,B99,B2,B88,B57,B35,B21,B41,B54,B91,B59,B97,B79,B51,B76,B86,B45,B31,B39,B74,B50,B17,B5,B96,B98,B53,B0,B85,B28,B65,B30,B3,B42,B63,B52,B4,B12,B14,B95,B8,B73,B18,B33,B47,B89,B23,B11,B20,B69,B27,B16,B32,B93,B67,B6,B19,B36,B94,B60,B58,B84,B80,B43,B34,B44,B29,B87,B9,B15,B1,B24,B25,B62,B75,B81,B10,B37,
R19:,B56,B25,B83,B62,B31,B92,B48,B76,B46,B94,B10,B57,B5,B32,B61,B68,B30,B38,B22,B60,B17,B9,B20,B88,B64,B14,B37,B58,B89,B44,B67,B7,B3,B49,B2,B43,B72,B18,B23,B90,B51,B52,B80,B71,B36,B0,B75,B91,B73,B70,B26,B66,B29,B85,B27,B97,B41,B74,B16,B63,B33,B21,B87,B4,B99,B59,B35,B81,B13,B8,B40,B86,B19,B47,B69,B12,B1,B15,B50,B96,B24,B93,B11,B98,B6,B45,B53,B55,B77,B54,B34,B78,B65,B84,B42,B28,B39,B82,B95,B79,
R20:,B31,B28,B29,B99,B14,B69,B43,B68,B50,B75,B77,B94,B21,B44,B61,B90,B16,B8,B60,B78,B9,B4,B76,B58,B51,B10,B15,B22,B87,B80,B89,B32,B98,B19,B81,B25,B24,B53,B54,B35,B67,B83,B7,B34,B39,B46,B66,B33,B93,B73,B45,B84,B5,B20,B97,B74,B13,B12,B55,B42,B62,B72,B2,B47,B49,B86,B71,B52,B30,B1,B11,B3,B0,B6,B36,B91,B37,B59,B82,B57,B85,B65,B70,B88,B18,B95,B79,B92,B63,B17,B27,B96,B56,B38,B64,B41,B26,B23,B48,B40,
R21:,B63,B30,B19,B62,B72,B44,B90,B11,B24,B78,B25,B66,B58,B86,B94,B65,B51,B69,B43,B1,B34,B56,B9,B22,B84,B17,B88,B59,B7,B26,B54,B82,B99,B37,B46,B42,B4,B77,B13,B96,B70,B33,B68,B35,B21,B12,B6,B32,B64,B8,B80,B74,B28,B61,B95,B36,B60,B45,B98,B75,B16,B55,B97,B73,B27,B93,B14,B31,B20,B57,B47,B48,B85,B53,B18,B39,B15,B92,B49,B52,B76,B10,B5,B81,B38,B3,B0,B83,B79,B2,B29,B89,B71,B87,B50,B41,B67,B91,B23,B40,
R22:,B45,B27,B22,B96,B50,B76,B56,B34,B87,B59,B17,B30,B23,B13,B78,B9,B67,B61,B94,B54,B26,B91,B6,B83,B16,B19,B80,B47,B14,B20,B69,B28,B31,B62,B51,B11,B93,B55,B49,B65,B0,B70,B58,B52,B71,B7,B40,B92,B66,B24,B29,B3,B84,B99,B38,B43,B88,B1,B53,B60,B36,B48,B42,B25,B12,B63,B68,B85,B10,B98,B39,B8,B73,B18,B89,B35,B41,B95,B97,B32,B86,B64,B46,B72,B75,B82,B79,B74,B4,B2,B5,B44,B90,B15,B57,B21,B37,B81,B77,B33,
R23:,B12,B42,B6,B67,B86,B57,B69,B53,B62,B46,B93,B89,B41,B95,B20,B43,B18,B79,B85,B35,B26,B48,B60,B80,B92,B22,B77,B90,B33,B3,B68,B16,B81,B39,B54,B17,B97,B64,B29,B74,B70,B28,B82,B23,B8,B50,B10,B94,B58,B40,B47,B32,B61,B49,B37,B14,B38,B34,B31,B51,B9,B44,B19,B27,B45,B63,B71,B1,B13,B5,B7,B21,B87,B78,B52,B65,B0,B76,B99,B24,B72,B2,B73,B98,B11,B30,B91,B88,B36,B15,B4,B84,B96,B75,B25,B66,B55,B59,B83,B56,
R24:,B15,B94,B52,B63,B82,B1,B42,B59,B28,B85,B80,B84,B22,B44,B21,B40,B17,B74,B26,B19,B8,B98,B37,B9,B72,B60,B39,B5,B64,B70,B20,B76,B97,B65,B66,B69,B12,B47,B7,B99,B56,B96,B92,B55,B16,B86,B50,B29,B4,B41,B24,B49,B90,B2,B10,B73,B36,B38,B67,B61,B6,B79,B3,B89,B75,B34,B13,B53,B71,B91,B0,B78,B93,B46,B62,B87,B48,B45,B58,B32,B57,B43,B88,B77,B27,B31,B18,B25,B14,B81,B95,B23,B35,B30,B54,B83,B33,B51,B11,B68,
R25:,B99,B82,B10,B2,B49,B59,B21,B91,B86,B93,B50,B35,B65,B87,B20,B96,B34,B15,B22,B58,B9,B39,B13,B52,B5,B56,B14,B70,B46,B12,B94,B62,B78,B19,B54,B53,B36,B4,B43,B71,B3,B67,B55,B23,B79,B89,B27,B57,B8,B37,B16,B85,B1,B44,B31,B92,B17,B24,B76,B77,B41,B32,B45,B51,B6,B42,B64,B98,B11,B18,B26,B48,B83,B66,B60,B38,B84,B61,B40,B90,B72,B73,B74,B47,B25,B95,B30,B33,B80,B68,B0,B69,B75,B28,B63,B97,B88,B7,B81,B29,
R26:,B93,B66,B78,B59,B69,B73,B87,B88,B14,B13,B82,B51,B15,B21,B31,B98,B83,B74,B40,B19,B27,B75,B90,B61,B85,B49,B6,B46,B11,B29,B54,B2,B42,B76,B4,B34,B57,B8,B22,B92,B18,B32,B47,B23,B16,B0,B56,B50,B95,B5,B44,B10,B84,B35,B38,B26,B9,B96,B37,B1,B36,B67,B80,B72,B91,B64,B71,B63,B52,B68,B33,B65,B30,B70,B86,B48,B3,B39,B20,B99,B25,B94,B62,B60,B55,B79,B45,B7,B77,B58,B17,B28,B12,B97,B41,B53,B24,B43,B89,B81,
R27:,B44,B84,B96,B60,B20,B38,B67,B79,B95,B19,B78,B0,B89,B66,B32,B47,B88,B12,B42,B7,B59,B58,B54,B11,B91,B10,B52,B31,B2,B13,B37,B8,B94,B74,B18,B30,B17,B33,B22,B25,B9,B68,B71,B73,B45,B34,B27,B87,B82,B99,B4,B65,B97,B23,B90,B21,B43,B76,B81,B14,B6,B92,B40,B50,B28,B15,B75,B55,B62,B41,B51,B98,B57,B16,B39,B36,B77,B5,B26,B86,B70,B3,B93,B24,B69,B64,B85,B63,B72,B53,B1,B46,B49,B29,B61,B48,B35,B56,B83,B80,
R28:,B49,B35,B46,B94,B58,B41,B8,B25,B33,B28,B36,B52,B65,B15,B55,B90,B22,B59,B6,B69,B71,B88,B23,B40,B26,B38,B39,B86,B50,B70,B54,B42,B80,B96,B63,B79,B53,B67,B13,B73,B4,B20,B16,B82,B3,B84,B56,B81,B75,B30,B72,B1,B76,B78,B57,B48,B18,B68,B24,B64,B92,B74,B85,B87,B66,B47,B32,B93,B51,B2,B12,B43,B10,B17,B19,B11,B77,B95,B89,B31,B91,B34,B61,B0,B62,B37,B21,B29,B45,B27,B44,B83,B60,B99,B14,B7,B5,B98,B9,B97,
R29:,B66,B67,B71,B16,B62,B97,B9,B91,B10,B99,B31,B51,B69,B13,B2,B87,B70,B56,B78,B34,B39,B24,B50,B85,B64,B25,B44,B82,B33,B84,B68,B76,B18,B94,B37,B23,B21,B15,B41,B7,B96,B52,B72,B81,B90,B89,B38,B14,B26,B61,B77,B57,B58,B5,B79,B28,B6,B47,B73,B32,B43,B42,B12,B19,B8,B49,B55,B60,B48,B92,B95,B74,B80,B59,B46,B53,B35,B63,B30,B40,B65,B75,B29,B20,B1,B27,B83,B0,B45,B88,B22,B93,B86,B4,B36,B98,B17,B3,B54,B11,
R30:,B77,B16,B38,B20,B40,B36,B27,B14,B39,B32,B43,B93,B70,B68,B99,B55,B4,B7,B84,B24,B54,B83,B96,B47,B3,B41,B61,B10,B11,B56,B92,B66,B1,B69,B58,B53,B73,B57,B71,B82,B6,B52,B78,B74,B35,B37,B2,B9,B59,B26,B29,B91,B49,B90,B30,B65,B88,B94,B5,B72,B23,B81,B48,B79,B46,B44,B86,B25,B45,B28,B64,B75,B67,B80,B51,B60,B63,B97,B12,B95,B85,B15,B98,B89,B19,B31,B87,B17,B8,B22,B33,B76,B50,B34,B18,B21,B42,B62,B0,B13,
R31:,B83,B58,B92,B84,B36,B23,B17,B24,B96,B13,B77,B48,B61,B82,B68,B14,B22,B35,B56,B97,B89,B47,B93,B54,B64,B79,B21,B1,B70,B25,B34,B80,B76,B78,B12,B45,B8,B20,B59,B50,B65,B44,B43,B72,B39,B86,B69,B6,B66,B98,B42,B2,B81,B91,B27,B87,B51,B67,B57,B30,B0,B5,B28,B88,B18,B63,B94,B16,B49,B53,B26,B33,B75,B99,B29,B52,B19,B31,B95,B60,B55,B40,B41,B32,B71,B15,B4,B85,B62,B37,B7,B74,B90,B3,B11,B9,B46,B10,B38,B73,
R32:,B79,B29,B91,B69,B77,B34,B3,B59,B45,B37,B15,B25,B94,B2,B4,B84,B67,B42,B50,B70,B33,B92,B11,B10,B48,B35,B18,B23,B1,B30,B99,B13,B95,B80,B78,B44,B87,B73,B9,B8,B81,B12,B85,B58,B66,B53,B21,B0,B24,B46,B16,B49,B83,B96,B97,B40,B90,B41,B47,B71,B27,B38,B14,B57,B51,B6,B31,B56,B61,B60,B62,B64,B63,B36,B89,B7,B88,B93,B72,B19,B43,B32,B5,B52,B55,B76,B98,B54,B22,B68,B28,B39,B75,B86,B17,B74,B20,B65,B82,B26,
R33:,B63,B23,B61,B33,B52,B65,B80,B27,B39,B4,B21,B11,B34,B17,B38,B78,B35,B83,B60,B40,B49,B73,B42,B1,B22,B53,B19,B91,B50,B54,B66,B5,B41,B93,B3,B2,B9,B59,B30,B37,B86,B68,B43,B45,B48,B20,B69,B6,B81,B94,B99,B15,B77,B75,B67,B51,B46,B71,B98,B74,B97,B79,B29,B24,B70,B84,B7,B55,B76,B14,B25,B64,B95,B58,B0,B82,B72,B56,B32,B89,B18,B16,B47,B57,B10,B62,B44,B85,B96,B36,B13,B92,B87,B31,B90,B12,B28,B8,B88,B26,
R34:,B11,B22,B63,B2,B61,B23,B87,B80,B44,B92,B82,B64,B98,B38,B24,B17,B60,B96,B95,B94,B26,B99,B16,B9,B5,B72,B66,B37,B39,B84,B3,B89,B51,B59,B62,B30,B56,B49,B69,B68,B40,B18,B93,B31,B48,B8,B12,B21,B19,B90,B45,B0,B58,B67,B85,B33,B91,B29,B20,B86,B79,B41,B53,B27,B57,B47,B14,B25,B78,B54,B73,B35,B34,B7,B81,B4,B55,B75,B77,B50,B76,B1,B6,B46,B83,B13,B15,B32,B74,B10,B42,B52,B70,B88,B36,B65,B97,B28,B71,B43,
R35:,B20,B87,B29,B8,B99,B31,B12,B91,B58,B73,B70,B16,B9,B53,B13,B2,B14,B77,B28,B48,B24,B54,B0,B72,B90,B17,B86,B62,B10,B92,B43,B11,B5,B41,B82,B45,B33,B51,B25,B35,B19,B93,B79,B59,B37,B26,B7,B88,B38,B67,B42,B21,B95,B78,B50,B97,B76,B3,B49,B6,B94,B55,B4,B98,B69,B85,B65,B36,B84,B61,B75,B46,B34,B57,B32,B64,B80,B40,B74,B15,B18,B63,B44,B30,B60,B66,B96,B83,B23,B22,B71,B56,B68,B52,B89,B27,B81,B1,B39,B47,
R36:,B41,B80,B96,B39,B71,B43,B10,B13,B12,B46,B91,B49,B77,B9,B50,B18,B58,B63,B0,B47,B75,B25,B17,B42,B19,B55,B62,B7,B3,B56,B87,B84,B66,B54,B33,B57,B76,B31,B45,B48,B44,B78,B23,B6,B85,B26,B61,B79,B36,B8,B15,B92,B69,B67,B98,B51,B24,B60,B37,B35,B16,B82,B40,B95,B97,B32,B11,B34,B38,B64,B28,B22,B94,B90,B72,B52,B70,B2,B73,B21,B99,B74,B65,B81,B86,B30,B14,B88,B29,B89,B20,B5,B53,B27,B93,B68,B59,B4,B1,B83,
R37:,B62,B15,B79,B1,B91,B32,B3,B88,B20,B98,B64,B97,B85,B84,B92,B57,B63,B14,B26,B48,B29,B24,B71,B27,B44,B76,B30,B31,B80,B51,B55,B93,B47,B56,B54,B16,B52,B86,B4,B73,B33,B6,B65,B60,B42,B40,B94,B25,B43,B95,B10,B78,B75,B28,B81,B0,B7,B21,B17,B41,B45,B8,B37,B74,B5,B34,B90,B87,B36,B38,B11,B12,B68,B2,B9,B82,B18,B23,B13,B67,B59,B22,B70,B66,B69,B19,B61,B39,B96,B77,B99,B50,B35,B72,B89,B83,B53,B58,B49,B46,
R38:,B47,B6,B0,B31,B23,B58,B53,B83,B24,B25,B36,B65,B84,B70,B48,B67,B59,B56,B4,B45,B89,B49,B68,B1,B97,B66,B87,B9,B85,B11,B78,B28,B63,B94,B91,B61,B10,B42,B73,B30,B44,B50,B12,B40,B86,B7,B38,B76,B39,B46,B57,B74,B5,B82,B34,B93,B80,B71,B18,B81,B55,B2,B69,B8,B37,B62,B99,B72,B41,B52,B64,B75,B29,B22,B96,B19,B14,B95,B3,B21,B79,B16,B33,B27,B92,B20,B51,B17,B88,B90,B13,B77,B60,B43,B15,B32,B98,B35,B26,B54,
R39:,B45,B89,B13,B49,B56,B61,B11,B62,B31,B87,B55,B98,B66,B94,B24,B92,B5,B97,B46,B44,B63,B71,B42,B99,B85,B2,B38,B0,B36,B22,B23,B19,B39,B96,B35,B48,B15,B83,B32,B88,B93,B80,B27,B37,B12,B14,B51,B34,B76,B73,B30,B69,B58,B7,B78,B1,B81,B57,B50,B17,B8,B40,B33,B67,B54,B90,B60,B95,B20,B68,B25,B91,B53,B41,B6,B74,B4,B84,B86,B28,B77,B75,B65,B21,B26,B82,B3,B43,B47,B52,B72,B18,B29,B79,B10,B9,B70,B59,B16,B64,
R40:,B69,B93,B3,B12,B99,B28,B6,B97,B41,B52,B55,B20,B15,B79,B86,B73,B71,B10,B36,B37,B81,B61,B23,B33,B66,B14,B88,B62,B95,B84,B65,B59,B13,B19,B4,B54,B1,B78,B17,B82,B35,B85,B47,B75,B46,B63,B34,B48,B5,B77,B87,B80,B26,B76,B74,B89,B94,B51,B18,B83,B56,B49,B68,B90,B42,B38,B25,B60,B92,B57,B67,B98,B43,B40,B8,B44,B70,B30,B7,B50,B58,B32,B31,B39,B0,B2,B91,B16,B21,B29,B9,B27,B22,B53,B11,B45,B64,B24,B96,B72,
R41:,B15,B33,B37,B91,B13,B45,B10,B42,B26,B34,B94,B46,B8,B29,B97,B48,B20,B52,B62,B18,B3,B16,B66,B5,B70,B7,B17,B35,B87,B12,B95,B6,B25,B98,B1,B82,B71,B4,B27,B24,B84,B47,B60,B22,B83,B58,B90,B79,B64,B81,B88,B44,B51,B21,B59,B32,B80,B89,B19,B67,B31,B23,B9,B14,B41,B55,B0,B85,B73,B56,B92,B43,B63,B54,B50,B74,B77,B96,B30,B93,B36,B78,B40,B39,B86,B72,B69,B99,B76,B75,B68,B61,B38,B2,B53,B49,B28,B65,B11,B57,
R42:,B34,B56,B6,B29,B74,B26,B18,B84,B11,B81,B62,B40,B71,B1,B32,B53,B61,B7,B72,B49,B14,B73,B43,B36,B64,B92,B78,B88,B96,B67,B4,B47,B5,B94,B28,B12,B60,B19,B9,B68,B15,B75,B23,B37,B20,B38,B87,B66,B98,B10,B93,B31,B58,B89,B27,B2,B13,B79,B25,B42,B21,B69,B30,B90,B50,B86,B35,B65,B85,B22,B45,B44,B3,B52,B55,B51,B76,B77,B83,B97,B95,B46,B54,B39,B8,B33,B80,B48,B59,B63,B91,B24,B99,B57,B16,B0,B41,B17,B82,B70,
R43:,B47,B85,B65,B5,B13,B28,B33,B74,B30,B86,B3,B26,B10,B35,B60,B14,B98,B32,B15,B4,B89,B71,B70,B90,B52,B94,B91,B82,B41,B45,B50,B53,B78,B18,B19,B21,B68,B88,B42,B95,B37,B38,B62,B27,B39,B92,B84,B36,B97,B17,B76,B67,B58,B80,B93,B77,B11,B54,B56,B64,B40,B6,B1,B31,B61,B59,B49,B73,B99,B79,B25,B55,B29,B34,B48,B57,B72,B12,B81,B0,B87,B16,B22,B20,B9,B51,B23,B66,B69,B75,B43,B8,B7,B83,B24,B46,B63,B44,B2,B96,
R44:,B54,B94,B73,B88,B31,B66,B23,B5,B82,B59,B49,B76,B50,B90,B32,B57,B64,B17,B51,B2,B52,B67,B10,B25,B71,B1,B44,B74,B85,B91,B36,B62,B55,B56,B47,B77,B27,B96,B58,B80,B0,B24,B81,B53,B42,B29,B78,B6,B34,B4,B89,B37,B46,B87,B8,B84,B9,B45,B11,B18,B3,B69,B63,B98,B22,B65,B41,B39,B20,B30,B43,B16,B7,B19,B12,B99,B79,B83,B68,B40,B95,B33,B13,B21,B72,B75,B97,B28,B14,B15,B26,B48,B35,B92,B61,B38,B86,B60,B70,B93,
